session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
7LVAqWqvHUoFUO8k6Pa6JH3w1H7eUv64PI6PZKeedMNW77GVj7yLs0tYjU5LQsDu,35822275,141366,680,2024-10-25 19:52:31,2024-10-25 19:53:00,2024-10-25 19:53:01,,2024-10-25 19:52:31,yes,no,,303413,,2024-10-25 19:53:01
NNoG--FT9mXogXPNVXgB7Wc9ltA040yEa9J2qJ9gCw5_iZ_IHRgZd5f1nZjmUIwD,35822281,141366,681,2024-10-25 19:52:49,2024-10-25 19:53:15,2024-10-25 19:53:16,,2024-10-25 19:52:49,no,,,921066,,2024-10-25 19:53:16
fNo9ICsaN-8W4cdOh0GhujFxqAbRG3BZDL71jKmokxXfaCaLKhBW6z1mKs7P7DI8,35822301,141366,682,2024-10-25 19:54:22,2024-10-25 19:55:21,2024-10-25 19:55:22,,2024-10-25 19:54:23,yes,yes,100,983244,,2024-10-25 19:55:22
E_oQYpE7gwTYrOtMN7JM7puRhnU7JXOHxVNC1piMRJmPfPGnGxJDrOpCKoRvi8PY,35822372,141366,683,2024-10-25 19:59:07,2024-10-25 20:00:34,2024-10-25 20:00:45,,2024-10-25 19:59:07,yes,yes,750,130863,,2024-10-25 20:00:45
IWEEjuvnP69F0UmyjwjOMXeCb7jkZrHaQ1r6MXwlPQteLEvXcKas9A3_8yf3qQqU,35822422,141366,684,2024-10-25 19:59:35,2024-10-25 20:00:45,2024-10-25 20:00:46,,2024-10-25 19:59:36,yes,already_have,,926575,,2024-10-25 20:00:46
lV8yFtqOUZ8_uLGrAQgXCscB8lnEgWxyJJ809hGiOeiIbtusOZSvz6s4Ribo-W7w,35822683,141366,685,2024-10-25 20:02:31,2024-10-25 20:03:12,2024-10-25 20:03:12,,2024-10-25 20:02:32,no,,,508049,508049,2024-10-25 20:03:12
8A_feSc9I27b_g8NPH1IuhYmw3r59KhH3sotvra3faQpioaMmwmVUUEhwM7QiRpt,35822746,141366,686,2024-10-25 20:03:19,2024-10-25 20:03:56,2024-10-25 20:03:56,,2024-10-25 20:03:19,no,,,510096,,2024-10-25 20:03:56
woqVuN3T8atGWEYLvuEMlPvhu1hB-xjIFPWZujNPhK2kN6rZrKhSHyU8qUPp4aKR,35822809,141366,687,2024-10-25 20:05:57,2024-10-25 20:06:10,2024-10-25 20:06:11,,2024-10-25 20:05:57,yes,yes,200,179332,,2024-10-25 20:06:11
SqIHvLeC2Wf_xZdtxdnXDHa8TaqAz6xDvG6MajesyLFfmOFLongYPxQrlKSVRq7f,35822810,141366,688,2024-10-25 20:06:01,2024-10-25 20:06:30,2024-10-25 20:06:31,,2024-10-25 20:06:01,no,,,308106,It was a good survey ,2024-10-25 20:06:30
YJoTVK-DLNMPTzpDBsk5aU7ny_aP-_XrNmiA-OWrzMp8uCGhI3_2EC6AC_d-iuf0,35822812,141366,689,2024-10-25 20:06:06,2024-10-25 20:07:22,2024-10-25 20:07:23,,2024-10-25 20:06:07,yes,yes,250,752762,,2024-10-25 20:07:22
DgTTWNZlGKfmgPRFbhirBoPHz_di9l5XEQKc18t7NCOd8lTPoMLhCET-nlst2d31,35822816,141366,690,2024-10-25 20:06:17,2024-10-25 20:06:42,2024-10-25 20:06:42,,2024-10-25 20:06:17,yes,no,,894181,,2024-10-25 20:06:42
kyCkKQojlH09xVFPcGw9reB66hOnIkVisquPl_l-kqqNsDyDTjDKmfAAywPTCHHm,35822826,141366,691,2024-10-25 20:06:46,2024-10-25 20:07:42,2024-10-25 20:07:43,,2024-10-25 20:06:46,yes,no,,869975,,2024-10-25 20:07:43
lojriZCMCpRVihq06bpSGOfmwb2asfRtwIJEhD6FB6bAAYAmB11kmJ8ckq2oWLJR,35822831,141366,692,2024-10-25 20:07:15,2024-10-25 20:07:29,2024-10-25 20:07:30,,2024-10-25 20:07:15,yes,yes,200,544670,,2024-10-25 20:07:30
kmjP_uCq7zi8zE1h4JzVpAJFuou8EGKqH7gRTFxrWmactdnm0oJ_1tR2Gpp3KMCl,35822844,141366,693,2024-10-25 20:07:54,2024-10-25 20:08:11,2024-10-25 20:08:11,,2024-10-25 20:07:54,yes,already_have,,951310,,2024-10-25 20:08:11
zQKduttkhmSRYji_dzpoD_ZWbfm4StBVyjBji_xAiU9HL320GATv1ameJXBeQFl3,35822846,141366,694,2024-10-25 20:08:02,2024-10-25 20:08:16,2024-10-25 20:08:17,,2024-10-25 20:08:02,yes,yes,3000,445571,,2024-10-25 20:08:17
AK1_A8mh5KVyLfeKLPQEm7J6SQtu4W9iL-GeooPh0oiD7-Z9EAkUdGxPZNmtsV7R,35822857,141366,695,2024-10-25 20:08:58,2024-10-25 20:09:42,2024-10-25 20:09:43,,2024-10-25 20:08:59,yes,yes,1000,282780,,2024-10-25 20:09:42
T4n0l6uXmrXHaOUHJf32ryMXkY-1TLmfsXwDArCJ6RdPIXKwVtBDrbMQWZ6N-vuA,35822864,141366,696,2024-10-25 20:09:18,2024-10-25 20:10:14,2024-10-25 20:10:14,,2024-10-25 20:09:18,yes,yes,500,984910,,2024-10-25 20:10:14
hjEA8yDw7dc4kfruDUec2kGGIBnT5Espxaem4rbXcEkLYggLuk29-c-hgaccVMTl,35822879,141366,697,2024-10-25 20:09:57,2024-10-25 20:10:24,,,2024-10-25 20:09:57,no,,,314284,,
fHRhGAotPUVDAnm_m6oSaktk_94H0Lu4OmQzDwW4tOYnp_alwi5b4xe85ZmjDHrs,35822983,141366,698,2024-10-25 20:19:59,2024-10-25 20:20:46,2024-10-25 20:20:47,,2024-10-25 20:20:00,yes,yes,300,250825,,2024-10-25 20:20:47
ozlssI3dHuTZYEVtAl1LmxNr3JHkCpfj9MDIa5kyvlOGX9dpp8rElH6BvxmGVpkQ,35823069,141366,699,2024-10-25 20:27:24,2024-10-25 20:27:39,2024-10-25 20:27:40,,2024-10-25 20:27:24,yes,yes,500,439033,,2024-10-25 20:27:39
zyA54ggT9sFHrhUpdzCu3Q5y2f4uKFdjYHeqRLq37AIY9RHuZW7HSmGVoB1YzUqq,35823148,141366,700,2024-10-25 20:35:26,2024-10-25 20:36:05,2024-10-25 20:36:06,,2024-10-25 20:35:26,yes,yes,250,603497,,2024-10-25 20:36:06
1gKGSJrwQoZj69uBxjM1O_w-O0qZCt0ppGWOHKjiafRqYJx--JhEhpKLQ2y-vlYL,35823268,141366,701,2024-10-25 20:44:36,2024-10-25 20:45:25,2024-10-25 20:45:25,,2024-10-25 20:44:37,no,,,226462,No,2024-10-25 20:45:25
wGs4Pijzuo-UhMyRMLdQJpNcBnnulu5pH1taRL6CLtN5a5khbSP6veYb-sudcD2d,35823271,141366,702,2024-10-25 20:44:44,2024-10-25 20:45:17,2024-10-25 20:45:17,,2024-10-25 20:44:44,no,,,381972,,2024-10-25 20:45:17
9s2v1_7o8r0NUGhUes0zdutmXPkMIhkqYu5rHYxQNNQWA-B2dzCjxtzY5_YwPOrU,35824543,141366,703,2024-10-25 23:10:16,2024-10-25 23:12:05,2024-10-25 23:12:05,,2024-10-25 23:10:16,no,,,184208,,2024-10-25 23:12:05
amtTJ_PwUFNdnyAxe_wObyoXtneTSvPdgNwHc74ab8_dqOEIFw3BA3UlXQGBuaBa,35824571,141366,704,2024-10-25 23:12:13,2024-10-25 23:13:00,2024-10-25 23:13:00,,2024-10-25 23:12:13,no,,,774249,it finish ,2024-10-25 23:13:00
KqqSiS3N8bRzvCm9f27uij-GckUPW7KBkbMPjp-FpYOK0azY813rvkRkffkI6M-X,35824587,141366,705,2024-10-25 23:12:54,2024-10-25 23:13:20,2024-10-25 23:13:20,,2024-10-25 23:12:54,yes,yes,1500,375462,,2024-10-25 23:13:20
04qR8vf6DPbVs8bc563v13E82htu_rAhb153tXjkyhYfHietrRSBTHPR9JgOUjZq,35824596,141366,706,2024-10-25 23:13:44,2024-10-25 23:14:13,2024-10-25 23:14:14,,2024-10-25 23:13:44,yes,yes,1000,560283,,2024-10-25 23:14:13
cMbjrWr-K7LKF_HuAN0P_GnIql7xCqN8sPgHDbhlX9cMwlwgMGYYm5aWhv7onHVr,35824597,141366,707,2024-10-25 23:13:52,2024-10-25 23:14:18,2024-10-25 23:14:18,,2024-10-25 23:13:52,yes,yes,50,328515,,2024-10-25 23:14:18
RbagG-aybGEJ4vxEyNyEUF1TT7FpYfvQDqlfl4G6PBGgaKnc4Q8VIO2SmZ9LJluE,35824697,141366,708,2024-10-25 23:25:11,2024-10-25 23:26:20,2024-10-25 23:26:21,,2024-10-25 23:25:11,yes,no,,583540,,2024-10-25 23:26:21
Fii53AMz65U1EqfGQHZNJ_AwUR4d_SqQEvGoVbdjhGBWmxSgYNkhyKRsNkDgTj8T,35824699,141366,709,2024-10-25 23:25:24,2024-10-25 23:25:51,2024-10-25 23:25:51,,2024-10-25 23:25:24,no,,,345953,,2024-10-25 23:25:51
rXSJK8-w_GKhZKep-mhQnm1J57KTclAIxz4FtqkQSnhvLApv1gaPjzZKmOubyogQ,35824731,141366,710,2024-10-25 23:27:21,2024-10-25 23:28:00,2024-10-25 23:28:01,,2024-10-25 23:27:21,yes,yes,350,684520,,2024-10-25 23:28:00
Gp17wTQq_jYdUK6-EIWSiLXl28pEzQxOv-ApBsLDiM9XqSPZ9qGcfth_cHYY3Oz9,35824737,141366,711,2024-10-25 23:27:59,2024-10-25 23:28:40,2024-10-25 23:28:40,,2024-10-25 23:27:59,yes,no,,943507,,2024-10-25 23:28:40
mpcj_f5lLUn0tNO7OjWVPPc7cdXpWsNEqh_Y2YlGr0a55N_VOLetgIYaTlQURW5L,35824743,141366,712,2024-10-25 23:28:12,2024-10-25 23:28:34,2024-10-25 23:28:35,,2024-10-25 23:28:12,yes,no,,394585,,2024-10-25 23:28:35
J4QvOgckH9yOVkeDQPEx-6KajAfPd0JSNcz5CtNfnMq7RLAQ2xWYFYcZuvwIDQIr,35824744,141366,713,2024-10-25 23:28:14,2024-10-25 23:29:02,2024-10-25 23:29:03,,2024-10-25 23:28:14,yes,yes,600,665764,,2024-10-25 23:29:02
g8DHUcyhpmvSJpxwPiJQD-h0F_RzjjvDMqHD3ot4rteOTRwBzmwivM8ZXgjJZt0T,35824862,141366,714,2024-10-25 23:37:14,2024-10-25 23:37:44,2024-10-25 23:37:45,,2024-10-25 23:37:14,yes,already_have,,549374,,2024-10-25 23:37:44
-Hieand8XJQl2iPAQqfNALcqyEJAwgvTL__Q_4MFuaWf3tDmch61zcaSTqlKDDrS,35824863,141366,715,2024-10-25 23:37:16,2024-10-25 23:37:39,2024-10-25 23:37:44,,2024-10-25 23:37:16,yes,no,,428417,,2024-10-25 23:37:44
TtVoJF5TamLGbSxt37-0Wv0BxF52EBsuX8DygtrqVsz0suOX-d2faErdv4X4_LRR,35824883,141366,716,2024-10-25 23:39:29,2024-10-25 23:40:16,2024-10-25 23:40:17,,2024-10-25 23:39:29,no,,,674665,,2024-10-25 23:40:17
ngZhKZxNIiuKWPtebqFtrhk3UF2H3rGXH2WrboqIkP9TRWNQCEtzK8fgs0iZXYPv,35824900,141366,717,2024-10-25 23:41:10,2024-10-25 23:42:09,2024-10-25 23:42:09,,2024-10-25 23:41:10,yes,yes,100,793023,,2024-10-25 23:42:09
UBl7j1KYgB7-ED-8odTwcxDyYAvsSxPicsEXiYnSWjggoWokjGfJY0TmB07A2I78,35824901,141366,718,2024-10-25 23:41:30,2024-10-25 23:42:17,2024-10-25 23:42:17,,2024-10-25 23:41:30,yes,yes,200,391418,,2024-10-25 23:42:17
cDy12bIDL9pkBs4dA6-cu3tmuMK4WuQfAj3To1M2_28O-RrqjW7GSWqENRNEg_By,35824914,141366,719,2024-10-25 23:42:39,2024-10-25 23:43:51,2024-10-25 23:44:02,,2024-10-25 23:42:39,no,,,754735,,2024-10-25 23:44:02
4orP8Wg0CAPrqMdP0R18ZvZ4lfWXEPgc6m5fRjZ43vrwkQkWUBITxx63k-T0iaoW,35824940,141366,720,2024-10-25 23:45:59,2024-10-25 23:46:56,2024-10-25 23:46:56,,2024-10-25 23:46:00,no,,,522723,Great ,2024-10-25 23:46:56
fteTpHWEZl5w2vQ9QcEqs4-uX6_Vr3vG1Fq1h26Bl8hGHEx2FXFoG9jungLVWVSg,35824943,141366,721,2024-10-25 23:46:21,2024-10-25 23:47:03,2024-10-25 23:47:03,,2024-10-25 23:46:21,yes,yes,200,832476,,2024-10-25 23:47:03
OKiCdwGo4ZLAF5289gQvMO4KdFj3i9XDZBhuksTcvt0aWZb-f2rFIzrMGsmKPgos,35824956,141366,722,2024-10-25 23:47:25,2024-10-25 23:47:57,2024-10-25 23:47:57,,2024-10-25 23:47:25,yes,yes,150,777586,,2024-10-25 23:47:57
W6ZXeRemps1jlZTojT1qtgRPAoNzuqcCV7VKA9awOHShK8OePcYL7puw66aKvi_s,35825006,141366,723,2024-10-25 23:53:42,2024-10-25 23:54:13,2024-10-25 23:54:13,,2024-10-25 23:53:42,no,,,452086,,2024-10-25 23:54:13
nn9NNqXwnd7Div4ctP0WVJ8LhkhkEyaAJv47J2O-koLym_-S-kOJKmnLt5H8R80s,35825113,141366,724,2024-10-25 23:57:15,2024-10-25 23:57:36,2024-10-25 23:57:36,,2024-10-25 23:57:15,no,,,845805,,2024-10-25 23:57:36
EdAAWXdeie0TbgDCPCA91hC_SrmxboS4PeLOzbAm1bU_4KJBAihpOACA0yg8nXSP,35825114,141366,725,2024-10-25 23:57:16,2024-10-25 23:58:46,2024-10-25 23:58:47,,2024-10-25 23:57:16,yes,yes,500,774883,,2024-10-25 23:58:47
vIFYO-W4aEUpoEkUlSEXjTzPJ39_3PWO440jpb1m0nyJLZasEv-qN5RoHjvupc6I,35825409,141366,726,2024-10-26 00:25:38,2024-10-26 00:26:03,2024-10-26 00:26:05,,2024-10-26 00:25:38,yes,yes,250,117232,,2024-10-26 00:26:04
syAX_nUsAmKM7z-jnTv6_Y9YlDOnwdR2SbqLd7sV1nxdcPdR140y5livNZPhfBsL,35825420,141366,727,2024-10-26 00:27:59,2024-10-26 00:28:18,2024-10-26 00:28:18,,2024-10-26 00:27:59,no,,,428245,,2024-10-26 00:28:18
voMn0gKwYdDi2pCaIBgdttuSon6JgL7bURZAlOnYyHxsUqrn5izVDGvx85MDHEe0,35825471,141366,728,2024-10-26 00:39:51,2024-10-26 00:40:12,2024-10-26 00:40:14,,2024-10-26 00:39:53,yes,yes,500,625911,,2024-10-26 00:40:14
1UkpgGoMnT8YfIHkGTdiF9tWNWISXjfVoKGsztikaw_gAvH8qEMq_rYhVedydEuT,35861568,141366,729,2024-10-29 17:27:29,2024-10-29 17:27:50,2024-10-29 17:27:50,,2024-10-29 17:27:29,yes,yes,10,140327,,2024-10-29 17:27:50
6efCj3hI7d8IPRqDbZfZX-zice14qwROAz54xGyusxPDi8YDmEr1_wtK4jLRm37Y,35861617,141366,730,2024-10-29 17:31:59,2024-10-29 17:32:20,2024-10-29 17:32:20,,2024-10-29 17:32:00,yes,no,,325440,,2024-10-29 17:32:20
VZCfmuy83FIJGWblOfFAYSuUOiExqJOwIJbIrdHURSIvHYXiTkwHwBJ5stp8VGkD,35861819,141366,731,2024-10-29 17:56:54,2024-10-29 17:57:16,2024-10-29 17:57:17,,2024-10-29 17:56:54,no,,,816223,Nothing,2024-10-29 17:57:16
-f9ValH9hnGq9MGzNhGihzGsCeMpSsl-5ndFoWE8zBGwc4BkmvXvpjtymGYXgVje,35861909,141366,732,2024-10-29 18:05:22,2024-10-29 18:05:41,2024-10-29 18:05:41,,2024-10-29 18:05:23,no,,,505637,,2024-10-29 18:05:41
T9N0CfsX822CVmhjMkCCVeeuzPrIfAEV_SKCakU03wDNktzKcfXWlLcila7EeJDW,35861963,141366,733,2024-10-29 18:12:48,2024-10-29 18:14:03,2024-10-29 18:14:03,,2024-10-29 18:12:48,no,,,640156,,2024-10-29 18:14:03
8QyFC2P5ZLrdUDpcds2iRIaVRFipl4FeWxZUKg0jc2oSk4Uwg_nQISiiBQ1FcR52,35862121,141366,734,2024-10-29 18:29:24,2024-10-29 18:29:49,2024-10-29 18:29:49,,2024-10-29 18:29:24,no,,,560769,,2024-10-29 18:29:49
kV1vBMNW408JGqz_ElQBTKdScuxj-bQKnYRJMaA5X_bl_xNQ-IHbcjDOyzWThH7Z,35862186,141366,735,2024-10-29 18:36:03,2024-10-29 18:36:43,2024-10-29 18:36:43,,2024-10-29 18:36:03,no,,,169023,,2024-10-29 18:36:43
Q36k2ousbPg5O0ZGq_5BKWGsGETUjO-nxR4ui8Sw8tbgwufpl5J_uRbfAn3FEvel,35862238,141366,736,2024-10-29 18:40:35,2024-10-29 18:41:09,2024-10-29 18:41:09,,2024-10-29 18:40:35,no,,,723906,,2024-10-29 18:41:09
UsFtFoPjMhx9TXwIxr3K2hQdnHU8SLwwf5hdDmcC2o620xZ9LC6JqOA0JL8i-B-Y,35862259,141366,737,2024-10-29 18:42:36,2024-10-29 18:42:54,2024-10-29 18:42:54,,2024-10-29 18:42:36,yes,yes,100,265675,,2024-10-29 18:42:54
kE6z6a7DFLRrEcMoBrG_6iOXCSgnTnxvrbUxdRGb_2vN5ylo4Ton0h0ZHXnk_Bdg,35862281,141366,738,2024-10-29 18:44:18,2024-10-29 18:44:40,2024-10-29 18:44:41,,2024-10-29 18:44:18,no,,,465032,,2024-10-29 18:44:40
EqdqT_wC6elkSO_HsVMt4poQjpOM3dOgFU1Bo9odZnPsfua1IjubyUay4MjMTbnr,35862319,141366,739,2024-10-29 18:48:29,2024-10-29 18:52:13,2024-10-29 18:52:13,,2024-10-29 18:48:29,no,,,675046,I travel to rural America for work with limited chargers on route. limiting my charging at home would make me relay on super chargers only & risk me not being able to make it to a charger. which are sometimes over 100 miles away from my house & each other. Rural areas don’t always have super chargers. This would also add up to a hour to an already long commute. If this became my only option I would switch back to a gas car.,2024-10-29 18:52:13
B804PzNGhq7v9vZhBSUvcIS3u75V7p5FXXsbCS63KD5wQUzD-ZwONtBGLeNBVsWb,35862403,141366,740,2024-10-29 18:55:09,2024-10-29 18:55:59,2024-10-29 18:56:00,,2024-10-29 18:55:09,yes,yes,50,873865,,2024-10-29 18:56:00
wkdnaca8O0JGTtRJpjucma1rkxPO9UniabvlEYMMiPQv3kqAJ5IkXXx4eVx6z3VI,35862515,141366,741,2024-10-29 19:09:45,2024-10-29 19:10:33,2024-10-29 19:10:33,,2024-10-29 19:09:45,no,,,209277,,2024-10-29 19:10:33
SJhl4NeE0Kh7mCOwHyq5o_CXm4oSwlH93glp26Se7gpSTC88PE08htEKvT_YZ88H,35862615,141366,742,2024-10-29 19:26:16,2024-10-29 19:27:06,2024-10-29 19:27:06,,2024-10-29 19:26:16,yes,yes,350,589396,,2024-10-29 19:27:06
VCFRJu7mBByzK1mOzPT8uGRFxSq1OThFU1QuYN1bcPNEy-l_VhFckzXB4ls24ybv,35862650,141366,743,2024-10-29 19:31:09,2024-10-29 19:32:03,2024-10-29 19:32:03,,2024-10-29 19:31:09,no,,,626273,,2024-10-29 19:32:03
OQ39H2XvTwDqBdNmkNzN4rLbCr0Kjbwz85J29zvxQcIkihK4kU797Y1Tb7Fk2T09,35862796,141366,744,2024-10-29 19:47:26,2024-10-29 19:48:28,2024-10-29 19:48:29,,2024-10-29 19:47:26,yes,yes,3000,548494,,2024-10-29 19:48:29
oc-yyJbYpa4BBeRKXqz_PzhOV-2eU60yHaylC_YvPW5RvOKVbIb7J_wTUy8wnCAj,35862871,141366,745,2024-10-29 19:53:56,2024-10-29 19:54:21,2024-10-29 19:54:21,,2024-10-29 19:53:57,no,,,664222,,2024-10-29 19:54:21
osp6mn4SGnJBL9LLtQHkl_TUL9C-cmRPW-kgnZePK2hATgCHt9NEOv1bbyuPynPZ,35862886,141366,746,2024-10-29 19:55:25,2024-10-29 19:56:06,2024-10-29 19:56:07,,2024-10-29 19:55:25,no,,,111974,,2024-10-29 19:56:06
k7oT7GA6nDTtbZznl97XpW4puq8Ssjsd0hFxraH6FAGYQjwcaMC9NuCPBOahX0kE,35863315,141366,747,2024-10-29 20:08:13,2024-10-29 20:09:14,2024-10-29 20:09:14,,2024-10-29 20:08:13,no,,,203296,nothing,2024-10-29 20:09:14
uBBRef5Bw4pAlLJaeYnGYxxuVmFnnbsH7tu2wRtJlNdpvT1kK2dO48Nne-15WQYC,35863398,141366,748,2024-10-29 20:16:39,2024-10-29 20:17:23,2024-10-29 20:17:24,,2024-10-29 20:16:40,yes,yes,500,278325,,2024-10-29 20:17:24
YV3_vd8gxNmuw26u_dJZQq4v4kJVJbpdg143JWApakRm4cX3hfb0uB8PQjeWpxCx,35863534,141366,749,2024-10-29 20:30:06,2024-10-29 20:31:12,2024-10-29 20:31:12,,2024-10-29 20:30:06,yes,yes,200,650608,,2024-10-29 20:31:12
pM_aVKLlfucrkzYru32sPsKEOoozblUscdFkeYN1244TaibU9Eh6Ymt2seh5vfMq,35864098,141366,750,2024-10-29 20:59:15,2024-10-29 21:00:02,2024-10-29 21:00:02,,2024-10-29 20:59:15,no,,,604989,,2024-10-29 21:00:02
Wxs8mNTeq0eqYFdTrL4MSKoItwNxtlFXMwwC-q_Dyx4koolaz6W_Rc-HITMF4tOb,35864182,141366,751,2024-10-29 21:05:29,2024-10-29 21:05:59,2024-10-29 21:06:00,,2024-10-29 21:05:29,yes,no,,481573,,2024-10-29 21:05:59
b8UDXJbZoHc3P75TYjkuq7bbFVdVIaALzR3ueRAMjr_R7QzOXxhv_GgjaAi3WOZr,35864211,141366,752,2024-10-29 21:09:34,2024-10-29 21:10:05,2024-10-29 21:10:06,,2024-10-29 21:09:34,yes,yes,200,770860,,2024-10-29 21:10:06
B0ujrsFzDiMWFOAqoi4a5qrquGA75vp3VO94AS_yd52frkcuMMMeKrXVRKd6kjim,35864377,141366,753,2024-10-29 21:24:11,2024-10-29 21:24:58,2024-10-29 21:24:58,,2024-10-29 21:24:12,no,,,255992,the survey was quite good and unique ,2024-10-29 21:24:58
xa2dvlgAZIs4oVINNw3C1zTjCAtkZcfoCQJdFetN1nBMiOGLa0bEblXjBnENVvD1,35864500,141366,754,2024-10-29 21:34:10,2024-10-29 21:34:31,2024-10-29 21:34:31,,2024-10-29 21:34:10,no,,,513910,,2024-10-29 21:34:31
9xDnwX-M4aaCjUC8Uw9BDs60rDORaVJeJoj-sxmaxNI0biGRs8fHYxNMyhJrlXmN,35864754,141366,755,2024-10-29 21:42:28,2024-10-29 21:42:42,2024-10-29 21:42:43,,2024-10-29 21:42:28,yes,no,,409557,,2024-10-29 21:42:43
yKj6nW2mp_3ZhaGRZRLIUh0Duf-ghsZFjSapwioghmbKhps6JG4Ci8hY33A3KKWL,35864757,141366,756,2024-10-29 21:42:33,2024-10-29 21:42:50,2024-10-29 21:42:50,,2024-10-29 21:42:33,no,,,931883,,2024-10-29 21:42:50
UAVOzCOKzui3eOacPDK4jdAU8Vk_842bhsdSQOV-8jBxFHwcvn3TYSnWiFvSr_k2,35864785,141366,757,2024-10-29 21:43:09,2024-10-29 21:43:33,2024-10-29 21:43:33,,2024-10-29 21:43:09,no,,,688117,Thank you,2024-10-29 21:43:33
bD2P_1B-3siKlE2bt52-ZlV0r_7rIJTHbWQetWShB2u5r3mhxraLMZSUeWyFLtXX,35864801,141366,758,2024-10-29 21:43:42,2024-10-29 21:44:08,2024-10-29 21:44:08,,2024-10-29 21:43:42,yes,yes,200,217797,,2024-10-29 21:44:08
H1XCzlq2In0JKivNwHkjOOkoCKB2QLRkehdUIJ3FZhllovp1lNKs0DU0Veq0cJ0C,35864808,141366,759,2024-10-29 21:44:11,2024-10-29 21:44:26,2024-10-29 21:44:27,,2024-10-29 21:44:11,yes,yes,500,760333,,2024-10-29 21:44:27
0yQ8As4GoCaS-qpEsyiUwmvB3B_6prQT397d5HgboNPCJsBkOEazB7YY1PukpwHz,35864860,141366,760,2024-10-29 21:45:18,2024-10-29 21:45:47,2024-10-29 21:45:48,,2024-10-29 21:45:18,yes,yes,75,289273,,2024-10-29 21:45:48
R1nszmve5A8OHNiWZOwZK5WV0GsClGtxomoMv5NGlpnEBN02lMKpbSKYyIQA9QAn,35864870,141366,761,2024-10-29 21:45:26,2024-10-29 21:46:02,2024-10-29 21:46:02,,2024-10-29 21:45:27,no,,,828115,,2024-10-29 21:46:02
ElfzM-WAv1j5YVkSc53ASt9-leUFqhls9npgyHGKWSIVJx9oIMkoEZsLybdvSuHG,35865098,141366,762,2024-10-29 21:47:11,2024-10-29 21:47:31,2024-10-29 21:47:32,,2024-10-29 21:47:11,yes,yes,1000,735016,,2024-10-29 21:47:32
hBVcvihmlh8sitFBDBQyBniRohxQP6rzxNa_6kARZ9DQPmHFWYbOW11je6rreEnZ,35865108,141366,763,2024-10-29 21:47:21,2024-10-29 21:47:51,2024-10-29 21:47:52,,2024-10-29 21:47:21,yes,yes,300,253297,,2024-10-29 21:47:52
z0UD68RF4SmBqB0mnSedsMg6wZ0pOa4TNg0ESVIMZZ2ri8XkaQaBE6aYWOAMJxPx,35865140,141366,764,2024-10-29 21:48:01,2024-10-29 21:48:26,2024-10-29 21:48:26,,2024-10-29 21:48:01,yes,yes,5,815531,,2024-10-29 21:48:26
CcFjuKOac1anOJiwN6UF00THU3Ts9zTag6C5lB5XKcMZcIuxnIUKtA6oMqRkyDmy,35865175,141366,765,2024-10-29 21:48:42,2024-10-29 21:50:00,2024-10-29 21:50:00,,2024-10-29 21:48:42,no,,,309946,,2024-10-29 21:50:00
69LYsVFym_gGQkX0jekeex6Au3gAgYQ_xMRkDPJrckp4VhdkcXvLQ98qlIUGdhJ3,35865200,141366,766,2024-10-29 21:49:13,2024-10-29 21:49:29,2024-10-29 21:49:30,,2024-10-29 21:49:13,yes,yes,300,944077,,2024-10-29 21:49:30
Km3mYtyS6_YvzDK3-2b3xnNmfv5RHRv_HEschy1KeiO0EeBtD75dc3qJriArOoyb,35865207,141366,767,2024-10-29 21:49:18,2024-10-29 21:49:56,2024-10-29 21:49:56,,2024-10-29 21:49:18,yes,yes,100,603737,,2024-10-29 21:49:56
GhDBJeBLHNpzBs2rpoRHQrl8RwmMcOCr7U9tTCGk0PXdcI73Ec3ogGthOKu4wrzE,35865226,141366,768,2024-10-29 21:50:00,2024-10-29 21:51:18,2024-10-29 21:51:19,,2024-10-29 21:50:00,no,,,235670,It was confusing.,2024-10-29 21:51:18
JY9b5hb-Lg7Ja6gS9h5FFVKXHjQhr-xj6SQ1yk0oka4zLPduQIGGYS0VN7DT_Ewr,35865234,141366,769,2024-10-29 21:50:07,2024-10-29 21:50:19,2024-10-29 21:50:20,,2024-10-29 21:50:07,no,,,704080,,2024-10-29 21:50:19
zm-AzoPrMcjOWuHt27H1kyFIEG4iCWGUFcVP2HaYPgMRF3rujXzpbvJpYvdLOt3r,35865239,141366,770,2024-10-29 21:50:12,2024-10-29 21:50:50,2024-10-29 21:50:50,,2024-10-29 21:50:12,no,,,127029,Nice,2024-10-29 21:50:50
qscK34hV3aN9_u9sxg58To69m0BbE4M8qZfwYy85J2iWb4vA-DpjlAMVXzBXED-d,35865241,141366,771,2024-10-29 21:50:15,2024-10-29 21:50:32,2024-10-29 21:50:33,,2024-10-29 21:50:15,yes,yes,500,537465,,2024-10-29 21:50:32
8XQcRFFbl7l2O0JSdsJW8eOo3DSIUKGT1MxggfGZd2U7eDnwb30pBMw7FPEdDmJU,35865258,141366,772,2024-10-29 21:50:38,2024-10-29 21:51:00,2024-10-29 21:51:01,,2024-10-29 21:50:38,yes,yes,50,700902,,2024-10-29 21:51:00
